AD Russell,R Ashwin	0.5,0.0,0.0,0.0,0.0,0.0,0.5
AD Russell,R Shukla	0.2,0.4,0.4,0.0,0.0,0.0,1.0
AD Russell,R Vinay Kumar	0.3,0.5,0.0,0.0,0.1,0.1,1.0
AD Russell,RA Jadeja	0.2222222222222222,0.4444444444444444,0.0,0.0,0.2222222222222222,0.1111111111111111,1.0
AD Russell,RG More	0.4,0.6,0.0,0.0,0.0,0.0,1.0
AD Russell,RS Bopara	0.25,0.25,0.0,0.0,0.25,0.0,0.75
AD Russell,SB Jakati	0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,1.0
AD Russell,SL Malinga	0.0,0.5,0.0,0.0,0.0,0.0,0.5
AD Russell,SP Narine	0.5714285714285714,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.8571428571428572
AD Russell,SR Watson	0.25,0.375,0.0,0.0,0.125,0.125,0.875
AD Russell,STR Binny	0.0,1.0,0.0,0.0,0.0,0.0,1.0
AD Russell,Sandeep Sharma	1.0,0.0,0.0,0.0,0.0,0.0,1.0
AD Russell,VR Aaron	0.2222222222222222,0.1111111111111111,0.0,0.0,0.4444444444444444,0.2222222222222222,1.0
AD Russell,YS Chahal	0.0,0.42857142857142855,0.14285714285714285,0.0,0.42857142857142855,0.0,1.0
AD Russell,Z Khan	0.0,0.6,0.2,0.0,0.0,0.2,1.0
AG Murtaza,A Singh	0.75,0.25,0.0,0.0,0.0,0.0,1.0
AG Murtaza,CH Gayle	0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666667
AG Murtaza,L Balaji	0.5,0.5,0.0,0.0,0.0,0.0,1.0
AG Murtaza,RP Singh	0.0,1.0,0.0,0.0,0.0,0.0,1.0
AG Murtaza,SP Narine	0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,1.0
AG Murtaza,SR Watson	0.0,1.0,0.0,0.0,0.0,0.0,1.0
AG Paunikar,AB Dinda	0.4,0.2,0.0,0.0,0.2,0.0,0.8
AG Paunikar,B Lee	0.6363636363636364,0.2727272727272727,0.0,0.0,0.09090909090909091,0.0,1.0
AG Paunikar,DW Steyn	0.6666666666666666,0.0,0.0,0.0,0.2222222222222222,0.0,0.8888888888888888
AG Paunikar,I Sharma	0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,1.0
AG Paunikar,Iqbal Abdulla	0.5,0.0,0.25,0.0,0.0,0.0,0.75
AG Paunikar,JH Kallis	0.75,0.0,0.0,0.0,0.25,0.0,1.0
AG Paunikar,L Balaji	0.7272727272727273,0.18181818181818182,0.0,0.0,0.09090909090909091,0.0,1.0
AG Paunikar,M Morkel	1.0,0.0,0.0,0.0,0.0,0.0,1.0
AG Paunikar,PP Ojha	0.0,0.25,0.25,0.0,0.5,0.0,1.0
AG Paunikar,R Vinay Kumar	0.0,0.0,0.0,0.0,0.0,0.0,0.0
AG Paunikar,Shakib Al Hasan	0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.6666666666666667
AJ Finch,A Chandila	0.0,0.6,0.0,0.0,0.4,0.0,1.0
AJ Finch,A Nehra	0.6,0.4,0.0,0.0,0.0,0.0,1.0
AJ Finch,A Singh	1.0,0.0,0.0,0.0,0.0,0.0,1.0
AJ Finch,AB Dinda	0.14285714285714285,0.5714285714285714,0.0,0.0,0.14285714285714285,0.14285714285714285,1.0
AJ Finch,AB McDonald	0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,1.0
AJ Finch,AG Murtaza	0.6666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,1.0
AJ Finch,AN Ahmed	0.4,0.0,0.2,0.0,0.4,0.0,1.0
AJ Finch,AR Patel	0.0,1.0,0.0,0.0,0.0,0.0,1.0
AJ Finch,Anureet Singh	0.6,0.0,0.2,0.0,0.2,0.0,1.0
AJ Finch,Azhar Mahmood	0.4,0.2,0.1,0.0,0.2,0.1,1.0
AJ Finch,B Lee	0.4,0.3,0.1,0.0,0.2,0.0,1.0
AJ Finch,BW Hilfenhaus	0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,1.0
AJ Finch,CH Morris	0.5833333333333334,0.16666666666666666,0.0,0.0,0.25,0.0,1.0
AJ Finch,CJ Anderson	0.5555555555555556,0.1111111111111111,0.0,0.0,0.3333333333333333,0.0,1.0
AJ Finch,DJ Bravo	0.0,1.0,0.0,0.0,0.0,0.0,1.0
AJ Finch,DL Vettori	0.2,0.6,0.2,0.0,0.0,0.0,1.0
AJ Finch,DP Nannes	0.5333333333333333,0.13333333333333333,0.0,0.0,0.3333333333333333,0.0,1.0
AJ Finch,DR Smith	0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,1.0
AJ Finch,DS Kulkarni	0.7,0.1,0.1,0.0,0.0,0.0,0.9
AJ Finch,DW Steyn	0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222,0.0,0.8888888888888888
AJ Finch,Harbhajan Singh	0.5333333333333333,0.26666666666666666,0.0,0.0,0.13333333333333333,0.0,0.9333333333333333
AJ Finch,Harmeet Singh	0.5,0.1,0.1,0.0,0.1,0.1,0.9
AJ Finch,I Sharma	0.6,0.2,0.0,0.0,0.2,0.0,1.0
AJ Finch,IC Pandey	0.3,0.4,0.0,0.0,0.3,0.0,1.0
AJ Finch,IK Pathan	0.3333333333333333,0.1111111111111111,0.16666666666666666,0.0,0.2777777777777778,0.05555555555555555,0.9444444444444444
AJ Finch,Imran Tahir	0.5,0.5,0.0,0.0,0.0,0.0,1.0
AJ Finch,Iqbal Abdulla	0.6,0.4,0.0,0.0,0.0,0.0,1.0
AJ Finch,J Botha	0.75,0.0,0.0,0.0,0.0,0.25,1.0
AJ Finch,JA Morkel	0.6,0.0,0.0,0.0,0.2,0.2,1.0
AJ Finch,JD Unadkat	0.17647058823529413,0.5294117647058824,0.0,0.0,0.17647058823529413,0.11764705882352941,1.0
AJ Finch,JH Kallis	0.36363636363636365,0.18181818181818182,0.09090909090909091,0.0,0.0,0.18181818181818182,0.8181818181818181
AJ Finch,JJ Bumrah	0.5,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,1.0
AJ Finch,JP Duminy	0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.16666666666666666,1.0
AJ Finch,JP Faulkner	0.5185185185185185,0.25925925925925924,0.037037037037037035,0.0,0.14814814814814814,0.0,0.962962962962963
AJ Finch,KA Pollard	0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,1.0
AJ Finch,KK Cooper	0.47619047619047616,0.2857142857142857,0.047619047619047616,0.0,0.09523809523809523,0.047619047619047616,0.9523809523809523
AJ Finch,KW Richardson	0.0,1.0,0.0,0.0,0.0,0.0,1.0
AJ Finch,L Balaji	0.5,0.2,0.0,0.0,0.1,0.0,0.8
AJ Finch,LR Shukla	0.08333333333333333,0.3333333333333333,0.25,0.0,0.16666666666666666,0.16666666666666666,1.0
AJ Finch,M Kartik	0.3,0.5,0.0,0.0,0.2,0.0,1.0
AJ Finch,M Morkel	0.5,0.375,0.0,0.0,0.0625,0.0,0.9375
AJ Finch,M Muralitharan	0.2,0.6,0.0,0.0,0.0,0.0,0.8
AJ Finch,M de Lange	0.4444444444444444,0.2222222222222222,0.0,0.0,0.3333333333333333,0.0,1.0
AJ Finch,MA Starc	0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.8333333333333334
AJ Finch,MC Henriques	0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.6666666666666667
AJ Finch,MG Johnson	0.5769230769230769,0.19230769230769232,0.038461538461538464,0.0,0.07692307692307693,0.0,0.8846153846153846
AJ Finch,MM Patel	0.0,1.0,0.0,0.0,0.0,0.0,1.0
AJ Finch,MM Sharma	0.16666666666666666,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.6666666666666667
AJ Finch,MS Gony	0.1111111111111111,0.3333333333333333,0.0,0.0,0.3333333333333333,0.1111111111111111,0.8888888888888888
AJ Finch,Mohammed Shami	0.42857142857142855,0.35714285714285715,0.07142857142857142,0.0,0.14285714285714285,0.0,1.0
AJ Finch,NLTC Perera	0.0,0.0,0.0,0.0,0.0,0.0,0.0
AJ Finch,P Awana	0.5,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,1.0
AJ Finch,P Kumar	0.5454545454545454,0.36363636363636365,0.0,0.0,0.09090909090909091,0.0,1.0
AJ Finch,P Negi	1.0,0.0,0.0,0.0,0.0,0.0,1.0
AJ Finch,PP Chawla	0.16666666666666666,0.6666666666666666,0.0,0.0,0.08333333333333333,0.0,0.9166666666666666
AJ Finch,PP Ojha	0.35294117647058826,0.35294117647058826,0.0,0.0,0.17647058823529413,0.11764705882352941,1.0
AJ Finch,R Ashwin	0.45,0.45,0.05,0.0,0.0,0.05,1.0
AJ Finch,R Bhatia	0.2222222222222222,0.1111111111111111,0.3333333333333333,0.0,0.1111111111111111,0.1111111111111111,0.8888888888888888
AJ Finch,R Rampaul	0.0,0.0,0.0,0.0,0.0,0.0,0.0
AJ Finch,R Sharma	0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,1.0
AJ Finch,R Shukla	0.0,0.0,0.0,0.0,0.0,0.0,0.0
AJ Finch,R Vinay Kumar	0.8,0.2,0.0,0.0,0.0,0.0,1.0
AJ Finch,RA Jadeja	0.18181818181818182,0.5454545454545454,0.0,0.0,0.18181818181818182,0.045454545454545456,0.9545454545454546
AJ Finch,RN ten Doeschate	0.0,1.0,0.0,0.0,0.0,0.0,1.0
AJ Finch,RP Singh	0.6470588235294118,0.17647058823529413,0.0,0.0,0.17647058823529413,0.0,1.0
AJ Finch,S Kaul	0.3333333333333333,0.3333333333333333,0.1111111111111111,0.0,0.0,0.1111111111111111,0.8888888888888888
AJ Finch,S Nadeem	0.44,0.36,0.08,0.04,0.08,0.0,1.0
AJ Finch,S Sreesanth	0.6,0.2,0.0,0.0,0.0,0.2,1.0
AJ Finch,SB Wagh	0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.0,0.3333333333333333,1.0
AJ Finch,SE Bond	0.5,0.0,0.0,0.0,0.0,0.0,0.5
AJ Finch,SK Raina	0.0,0.5,0.0,0.0,0.0,0.5,1.0
AJ Finch,SK Trivedi	0.391304347826087,0.30434782608695654,0.17391304347826086,0.0,0.13043478260869565,0.0,1.0
AJ Finch,SL Malinga	0.42105263157894735,0.3684210526315789,0.15789473684210525,0.0,0.0,0.0,0.9473684210526316
AJ Finch,SMSM Senanayake	0.38461538461538464,0.46153846153846156,0.0,0.07692307692307693,0.07692307692307693,0.0,1.0
AJ Finch,SP Narine	0.0,0.0,0.0,0.0,1.0,0.0,1.0
AJ Finch,SR Watson	0.6666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,1.0
AJ Finch,STR Binny	0.5,0.5,0.0,0.0,0.0,0.0,1.0
AJ Finch,SW Tait	0.5714285714285714,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.8571428571428572
AJ Finch,Sandeep Sharma	0.42105263157894735,0.3684210526315789,0.05263157894736842,0.0,0.10526315789473684,0.05263157894736842,1.0
AJ Finch,Shivam Sharma	0.7142857142857143,0.0,0.14285714285714285,0.0,0.0,0.0,0.8571428571428572
AJ Finch,TG Southee	0.6,0.2,0.0,0.0,0.2,0.0,1.0
AJ Finch,UT Yadav	0.4,0.15,0.1,0.05,0.15,0.1,0.95
AJ Finch,VR Aaron	0.0,0.75,0.0,0.0,0.25,0.0,1.0
AJ Finch,WD Parnell	0.375,0.625,0.0,0.0,0.0,0.0,1.0
AJ Finch,Yuvraj Singh	0.25,0.375,0.125,0.0,0.125,0.0,0.875
AJ Finch,Z Khan	0.35714285714285715,0.21428571428571427,0.0,0.0,0.35714285714285715,0.0,0.9285714285714286
AL Menaria,A Ashish Reddy	0.25,0.25,0.25,0.0,0.0,0.25,1.0
AL Menaria,A Mishra	0.25,0.4166666666666667,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.9166666666666666
AL Menaria,A Nehra	0.42857142857142855,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,0.8571428571428572
AL Menaria,AD Mathews	0.2222222222222222,0.7777777777777778,0.0,0.0,0.0,0.0,1.0
AL Menaria,AM Nayar	0.5,0.5,0.0,0.0,0.0,0.0,1.0
AL Menaria,Anand Rajan	0.0,0.8,0.0,0.0,0.2,0.0,1.0
AL Menaria,Azhar Mahmood	0.0,0.5,0.0,0.0,0.5,0.0,1.0
AL Menaria,B Kumar	0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,1.0
AL Menaria,B Lee	0.4,0.4,0.0,0.0,0.0,0.0,0.8
AL Menaria,BA Bhatt	0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL Menaria,BJ Hodge	0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.8571428571428572
AL Menaria,CH Gayle	0.0,0.0,0.5,0.0,0.0,0.0,0.5
AL Menaria,CK Langeveldt	0.0,0.5,0.0,0.0,0.5,0.0,1.0
AL Menaria,DE Bollinger	0.25,0.5,0.0,0.0,0.0,0.0,0.75
AL Menaria,DJ Bravo	0.3333333333333333,0.3333333333333333,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,1.0
AL Menaria,DS Kulkarni	0.4,0.2,0.2,0.0,0.0,0.0,0.8
AL Menaria,DT Christian	0.6,0.4,0.0,0.0,0.0,0.0,1.0
AL Menaria,DW Steyn	0.6,0.4,0.0,0.0,0.0,0.0,1.0
AL Menaria,Harbhajan Singh	0.5,0.4,0.0,0.0,0.1,0.0,1.0
AL Menaria,IK Pathan	0.6,0.0,0.0,0.0,0.0,0.2,0.8
AL Menaria,Iqbal Abdulla	0.3333333333333333,0.3333333333333333,0.0,0.0,0.1111111111111111,0.2222222222222222,1.0
AL Menaria,JA Morkel	0.5,0.5,0.0,0.0,0.0,0.0,1.0
AL Menaria,JE Taylor	0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,1.0
AL Menaria,JH Kallis	0.3076923076923077,0.38461538461538464,0.07692307692307693,0.0,0.23076923076923078,0.0,1.0
AL Menaria,JP Duminy	0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,1.0
AL Menaria,KA Pollard	0.125,0.5,0.0,0.0,0.125,0.125,0.875
AL Menaria,KMDN Kulasekara	0.5,0.5,0.0,0.0,0.0,0.0,1.0
AL Menaria,L Balaji	0.5,0.0,0.0,0.0,0.0,0.0,0.5
AL Menaria,M Kartik	0.0,0.6,0.2,0.0,0.0,0.2,1.0
AL Menaria,MJ Clarke	0.0,0.5,0.0,0.0,0.0,0.0,0.5
AL Menaria,MM Patel	0.7142857142857143,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,1.0
AL Menaria,MS Gony	0.0,1.0,0.0,0.0,0.0,0.0,1.0
AL Menaria,NL McCullum	0.3,0.6,0.0,0.0,0.0,0.1,1.0
AL Menaria,P Awana	0.5,0.35714285714285715,0.14285714285714285,0.0,0.0,0.0,1.0
AL Menaria,P Negi	0.5,0.0,0.25,0.0,0.0,0.0,0.75
AL Menaria,P Parameswaran	0.6,0.2,0.0,0.0,0.2,0.0,1.0
AL Menaria,PC Valthaty	0.25,0.375,0.125,0.0,0.125,0.125,1.0
AL Menaria,PP Chawla	0.25,0.35,0.2,0.0,0.0,0.1,0.9
AL Menaria,R Ashwin	0.5333333333333333,0.2,0.06666666666666667,0.0,0.06666666666666667,0.0,0.8666666666666667
AL Menaria,R Bhatia	0.23076923076923078,0.6153846153846154,0.07692307692307693,0.0,0.07692307692307693,0.0,1.0
AL Menaria,R McLaren	0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,1.0
AL Menaria,R Sharma	0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.8333333333333334
AL Menaria,RA Jadeja	0.3333333333333333,0.5333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.0,1.0
AL Menaria,RE van der Merwe	0.2,0.6,0.0,0.0,0.0,0.2,1.0
AL Menaria,RJ Harris	0.2857142857142857,0.7142857142857143,0.0,0.0,0.0,0.0,1.0
AL Menaria,RP Singh	0.3333333333333333,0.3333333333333333,0.0,0.0,0.16666666666666666,0.16666666666666666,1.0
AL Menaria,S Aravind	0.5,0.5,0.0,0.0,0.0,0.0,1.0
AL Menaria,S Nadeem	0.6,0.2,0.0,0.0,0.0,0.2,1.0
AL Menaria,S Randiv	0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,1.0
AL Menaria,S Sreesanth	0.75,0.0,0.0,0.0,0.0,0.25,1.0
AL Menaria,SB Jakati	0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,1.0
AL Menaria,SL Malinga	0.5,0.5,0.0,0.0,0.0,0.0,1.0
AL Menaria,SP Narine	0.25,0.375,0.25,0.0,0.125,0.0,1.0
AL Menaria,Shakib Al Hasan	0.3333333333333333,0.5833333333333334,0.0,0.0,0.08333333333333333,0.0,1.0
AL Menaria,V Pratap Singh	0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL Menaria,Y Gnaneswara Rao	0.4,0.2,0.2,0.0,0.2,0.0,1.0
AL Menaria,YK Pathan	0.4375,0.4375,0.0,0.0,0.0,0.0625,0.9375
AM Nayar,A Ashish Reddy	0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0
AM Nayar,A Flintoff	0.25,0.125,0.125,0.0,0.125,0.375,1.0
AM Nayar,A Kumble	0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.0
AM Nayar,A Mishra	0.5,0.375,0.041666666666666664,0.0,0.041666666666666664,0.0,0.9583333333333334
AM Nayar,A Nehra	0.42857142857142855,0.2857142857142857,0.0,0.0,0.0,0.0,0.7142857142857143
AM Nayar,AB Agarkar	0.2857142857142857,0.5714285714285714,0.0,0.0,0.14285714285714285,0.0,1.0
AM Nayar,AB Dinda	0.7142857142857143,0.2857142857142857,0.0,0.0,0.0,0.0,1.0
AM Nayar,AC Thomas	1.0,0.0,0.0,0.0,0.0,0.0,1.0
AM Nayar,AM Salvi	0.0,0.0,0.0,0.0,0.0,0.0,0.0
AM Nayar,AN Ahmed	0.0,0.75,0.0,0.0,0.0,0.0,0.75
AM Nayar,AR Patel	0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,1.0
AM Nayar,Azhar Mahmood	0.42857142857142855,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.0,1.0
AM Nayar,B Akhil	0.4,0.4,0.0,0.0,0.2,0.0,1.0
AM Nayar,B Geeves	0.0,0.0,0.0,0.0,0.0,0.0,0.0
AM Nayar,BAW Mendis	1.0,0.0,0.0,0.0,0.0,0.0,1.0
AM Nayar,BJ Hodge	0.2222222222222222,0.4444444444444444,0.1111111111111111,0.0,0.1111111111111111,0.0,0.8888888888888888
AM Nayar,BW Hilfenhaus	0.6,0.2,0.0,0.0,0.2,0.0,1.0
AM Nayar,CH Gayle	0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,1.0
AM Nayar,D Kalyankrishna	0.2857142857142857,0.42857142857142855,0.0,0.0,0.14285714285714285,0.14285714285714285,1.0
AM Nayar,D du Preez	0.0,0.4,0.2,0.0,0.4,0.0,1.0
AM Nayar,DE Bollinger	0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,1.0
AM Nayar,DJ Bravo	1.0,0.0,0.0,0.0,0.0,0.0,1.0
AM Nayar,DL Vettori	0.0,1.0,0.0,0.0,0.0,0.0,1.0
AM Nayar,DNT Zoysa	0.14285714285714285,0.2857142857142857,0.0,0.0,0.2857142857142857,0.14285714285714285,0.8571428571428572
AM Nayar,DP Nannes	0.0,0.5,0.0,0.0,0.5,0.0,1.0
AM Nayar,DT Christian	0.5714285714285714,0.0,0.14285714285714285,0.0,0.2857142857142857,0.0,1.0
AM Nayar,DW Steyn	0.3,0.5,0.0,0.0,0.1,0.0,0.9
AM Nayar,FH Edwards	0.0,0.0,0.0,0.0,0.0,0.0,0.0
AM Nayar,GJ Maxwell	0.5,0.5,0.0,0.0,0.0,0.0,1.0
AM Nayar,Harbhajan Singh	0.0,0.5,0.16666666666666666,0.0,0.16666666666666666,0.0,0.8333333333333334
AM Nayar,I Sharma	0.2,0.4,0.4,0.0,0.0,0.0,1.0
AM Nayar,IC Pandey	1.0,0.0,0.0,0.0,0.0,0.0,1.0
AM Nayar,IK Pathan	0.3,0.3,0.2,0.0,0.0,0.0,0.8
AM Nayar,Iqbal Abdulla	1.0,0.0,0.0,0.0,0.0,0.0,1.0
AM Nayar,J Botha	0.2222222222222222,0.3333333333333333,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111,1.0
AM Nayar,JA Morkel	0.3333333333333333,0.5,0.0,0.0,0.0,0.16666666666666666,1.0
AM Nayar,JD Ryder	0.35294117647058826,0.47058823529411764,0.0,0.0,0.11764705882352941,0.0,0.9411764705882353
AM Nayar,JDP Oram	0.0,0.0,0.0,0.0,0.0,0.0,0.0
AM Nayar,JH Kallis	0.2857142857142857,0.5714285714285714,0.0,0.0,0.14285714285714285,0.0,1.0
AM Nayar,JP Duminy	0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,1.0
AM Nayar,JR Hopes	0.42857142857142855,0.42857142857142855,0.0,0.0,0.14285714285714285,0.0,1.0
AM Nayar,Joginder Sharma	0.14285714285714285,0.5714285714285714,0.0,0.0,0.2857142857142857,0.0,1.0
AM Nayar,K Goel	0.0,0.75,0.0,0.0,0.25,0.0,1.0
AM Nayar,KA Pollard	0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,1.0
AM Nayar,KK Cooper	0.5,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334
AM Nayar,KP Pietersen	0.0,0.5,0.25,0.0,0.0,0.0,0.75
AM Nayar,L Balaji	0.2,0.8,0.0,0.0,0.0,0.0,1.0
AM Nayar,LR Shukla	0.0,0.5,0.5,0.0,0.0,0.0,1.0
AM Nayar,M Kartik	0.3333333333333333,0.4666666666666667,0.0,0.0,0.06666666666666667,0.0,0.8666666666666667
AM Nayar,M Morkel	0.5,0.0,0.0,0.0,0.5,0.0,1.0
AM Nayar,M Muralitharan	0.4,0.48,0.08,0.0,0.04,0.0,1.0
AM Nayar,MG Johnson	0.4,0.4,0.06666666666666667,0.0,0.13333333333333333,0.0,1.0
AM Nayar,MM Patel	0.0,0.2,0.4,0.0,0.4,0.0,1.0
AM Nayar,MM Sharma	0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,1.0
AM Nayar,MN Samuels	0.5,0.5,0.0,0.0,0.0,0.0,1.0
AM Nayar,NLTC Perera	0.5,0.0,0.0,0.0,0.0,0.0,0.5
AM Nayar,P Amarnath	0.14285714285714285,0.14285714285714285,0.0,0.0,0.42857142857142855,0.14285714285714285,1.0
AM Nayar,P Awana	0.5833333333333334,0.16666666666666666,0.16666666666666666,0.0,0.0,0.08333333333333333,1.0
AM Nayar,P Kumar	0.21428571428571427,0.5,0.14285714285714285,0.0,0.07142857142857142,0.0,0.9285714285714286
AM Nayar,PJ Sangwan	0.6,0.4,0.0,0.0,0.0,0.0,1.0
AM Nayar,PP Chawla	0.25,0.5625,0.0625,0.0,0.0625,0.0,0.9375
AM Nayar,PP Ojha	0.4166666666666667,0.4166666666666667,0.0,0.0,0.08333333333333333,0.0,0.9166666666666666
AM Nayar,R Ashwin	0.5,0.25,0.0,0.0,0.25,0.0,1.0
AM Nayar,R Bhatia	0.3333333333333333,0.5,0.16666666666666666,0.0,0.0,0.0,1.0
AM Nayar,R Rampaul	0.7142857142857143,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,1.0
AM Nayar,R Sharma	0.5,0.5,0.0,0.0,0.0,0.0,1.0
AM Nayar,R Vinay Kumar	0.25,0.3125,0.1875,0.0,0.1875,0.0625,1.0
AM Nayar,RA Jadeja	0.5,0.0,0.5,0.0,0.0,0.0,1.0
AM Nayar,RE van der Merwe	0.625,0.25,0.125,0.0,0.0,0.0,1.0
AM Nayar,RG Sharma	0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.6666666666666667
AM Nayar,RJ Harris	0.6,0.2,0.0,0.0,0.2,0.0,1.0
AM Nayar,RP Singh	0.2857142857142857,0.2857142857142857,0.14285714285714285,0.0,0.0,0.14285714285714285,0.8571428571428572
AM Nayar,RR Powar	0.5,0.5,0.0,0.0,0.0,0.0,1.0
AM Nayar,S Aravind	0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.6666666666666667
AM Nayar,SB Bangar	1.0,0.0,0.0,0.0,0.0,0.0,1.0
AM Nayar,SB Jakati	0.25,0.25,0.125,0.0,0.125,0.25,1.0
AM Nayar,SK Raina	0.5,0.4,0.0,0.0,0.0,0.1,1.0
AM Nayar,SK Trivedi	0.2727272727272727,0.5454545454545454,0.09090909090909091,0.0,0.09090909090909091,0.0,1.0
AM Nayar,SK Warne	0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,1.0
AM Nayar,SL Malinga	0.125,0.625,0.125,0.0,0.0,0.0,0.875
AM Nayar,SR Watson	0.4,0.6,0.0,0.0,0.0,0.0,1.0
AM Nayar,STR Binny	0.0,0.0,1.0,0.0,0.0,0.0,1.0
AM Nayar,SW Tait	0.5,0.5,0.0,0.0,0.0,0.0,1.0
AM Nayar,Shahid Afridi	0.1111111111111111,0.3333333333333333,0.3333333333333333,0.0,0.0,0.2222222222222222,1.0
AM Nayar,Sohail Tanvir	0.5,0.0,0.0,0.0,0.0,0.0,0.5
AM Nayar,T Thushara	0.0,0.25,0.5,0.0,0.25,0.0,1.0
AM Nayar,TG Southee	0.0,0.0,0.0,0.0,0.0,0.0,0.0
AM Nayar,TL Suman	0.0,1.0,0.0,0.0,0.0,0.0,1.0
AM Nayar,V Sehwag	0.5,0.25,0.0,0.0,0.0,0.0,0.75
AM Nayar,VR Aaron	0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,1.0
AM Nayar,VRV Singh	0.0,0.7142857142857143,0.0,0.0,0.0,0.2857142857142857,1.0
AM Nayar,WD Parnell	0.6,0.2,0.0,0.0,0.2,0.0,1.0
AM Nayar,Y Venugopal Rao	0.1111111111111111,0.6666666666666666,0.1111111111111111,0.0,0.0,0.1111111111111111,1.0
AM Nayar,YK Pathan	0.25,0.75,0.0,0.0,0.0,0.0,1.0
AM Nayar,YS Chahal	0.5,0.25,0.0,0.25,0.0,0.0,1.0
AM Nayar,Z Khan	0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,1.0
AM Rahane,A Ashish Reddy	0.5,0.5,0.0,0.0,0.0,0.0,1.0
AM Rahane,A Kumble	0.21428571428571427,0.42857142857142855,0.14285714285714285,0.0,0.21428571428571427,0.0,1.0
AM Rahane,A Mishra	0.3148148148148148,0.35185185185185186,0.14814814814814814,0.0,0.07407407407407407,0.05555555555555555,0.9444444444444444
AM Rahane,A Mithun	0.36363636363636365,0.36363636363636365,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,1.0
AM Rahane,A Nehra	0.40476190476190477,0.3333333333333333,0.023809523809523808,0.0,0.23809523809523808,0.0,1.0
AM Rahane,AA Kazi	0.0,0.5,0.25,0.0,0.0,0.25,1.0
AM Rahane,AB Agarkar	0.3939393939393939,0.3333333333333333,0.06060606060606061,0.0,0.18181818181818182,0.0,0.9696969696969697
AM Rahane,AB Dinda	0.6,0.3333333333333333,0.0,0.0,0.06666666666666667,0.0,1.0
AM Rahane,AC Thomas	0.0,1.0,0.0,0.0,0.0,0.0,1.0
